Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,100,10.0,inf,44.99,0.0,1.0,45.99,0.0
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,1000,50.0,inf,79.99,0.0,1.0,80.99,0.0
"Charter Communications, Inc.",MICHIGAN,260531.3,Cable,500,20.0,inf,99.99,0.0,0.0,99.99,0.0
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,50,5.0,inf,24.99,0.0,1.0,25.99,0.0
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,500,50.0,inf,59.99,0.0,1.0,60.99,0.0
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,50,5.0,inf,24.99,0.0,1.0,25.99,0.0
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,500,50.0,inf,59.99,0.0,1.0,60.99,0.0
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,500,50.0,inf,59.99,0.0,1.0,60.99,0.0
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1200,50.0,inf,99.99,0.0,1.0,100.99,0.0
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,1000,50.0,inf,79.99,0.0,1.0,80.99,0.0
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,1200,50.0,inf,99.99,0.0,1.0,100.99,0.0
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10.0,inf,49.99,0.0,1.0,50.99,0.0
Michigan Bell Telephone Company,MICHIGAN,29618.8484575429,DSL,50,10.0,1024.0,70.0,0.0,0.0,70.0,0.0
"Comcast Cable Communications, LLC",MICHIGAN,158920.80625,Cable,800,20.0,1229.0,102.0,0.0,0.0,102.0,0.0
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,200,10.0,inf,49.99,0.0,1.0,50.99,0.0
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,200,10.0,inf,49.99,0.0,1.0,50.99,0.0
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,50,5.0,inf,24.99,0.0,1.0,25.99,0.0
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,100,10.0,inf,44.99,0.0,1.0,45.99,0.0
"Knology Total Communications, Inc.",MICHIGAN,10304.175,Cable,200,10.0,inf,49.99,0.0,1.0,50.99,0.0
"Knology of Alabama, Inc.",MICHIGAN,10304.175,Cable,50,5.0,inf,24.99,0.0,1.0,25.99,0.0
"Knology of Alabama, Inc.",MICHIGAN,5152.0875,Cable,100,10.0,inf,49.99,0.0,1.0,50.99,0.0
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,6,0.51,inf,50.0,0.0,0.0,50.0,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,Fiber,250,250.0,inf,80.0,0.0,0.0,80.0,0.0
Lumen Technologies Inc.,MINNESOTA,5222.8975,Fiber,500,500.0,inf,50.0,0.0,0.0,50.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,300,20.0,1500.0,89.99,0.0,0.0,89.99,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,100,10.0,300.0,34.99,0.0,0.0,34.99,0.0
Hiawatha Broadband Communications Inc.,MINNESOTA,10888.7912661726,Fiber,150,150.0,inf,59.99,0.0,0.0,59.99,0.0
Kasson & Mantorville Telephone Company,MINNESOTA,21777.5825323453,DSL,5,5.0,inf,54.99,0.0,0.0,54.99,0.0
Midcontinent Communications,MINNESOTA,2177.75825323453,Cable,100,100.0,inf,64.95,0.0,0.0,64.95,0.0
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,25,5.0,inf,80.15,0.0,0.0,80.15,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,60,10.0,inf,95.1,0.0,0.0,95.1,0.0
Kasson & Mantorville Telephone Company,MINNESOTA,21777.5825323453,Fiber,500,500.0,inf,100.99,0.0,0.0,100.99,0.0
Lumen Technologies Inc.,MINNESOTA,3264.3109375,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,1000,50.0,3000.0,109.99,0.0,0.0,109.99,0.0
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,940,940.0,inf,70.0,0.0,0.0,70.0,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Fiber,750,750.0,inf,84.95,0.0,0.0,84.95,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,25,5.0,inf,80.1,0.0,0.0,80.1,0.0
Hiawatha Broadband Communications Inc.,MINNESOTA,21777.5825323452,Fiber,2000,2000.0,inf,99.99,0.0,0.0,99.99,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,100,5.0,inf,30.0,0.0,0.0,30.0,0.0
US Internet Corp,MINNESOTA,21777.5825323453,Fiber,500,500.0,inf,60.0,0.0,0.0,60.0,0.0
US Internet Corp,MINNESOTA,21777.5825323453,Fiber,10000,10000.0,inf,299.0,0.0,0.0,299.0,0.0
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,200,200.0,inf,30.0,0.0,0.0,30.0,0.0
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,3264.3109375,DSL,15,0.75,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,3264.3109375,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
Frontier Communications Corporation,MINNESOTA,19496.4125,Fiber,500,500.0,inf,59.99,0.0,0.0,59.99,0.0
Hiawatha Broadband Communications Inc.,MINNESOTA,10888.7912661726,Fiber,1000,1000.0,inf,89.99,0.0,0.0,89.99,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,40,5.0,inf,85.1,0.0,0.0,85.1,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323452,Cable,100,10.0,300.0,34.99,0.0,0.0,34.99,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,25,3.0,inf,14.95,0.0,0.0,14.95,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,10,1.0,inf,70.1,0.0,0.0,70.1,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,Fiber,1000,1000.0,inf,90.0,0.0,0.0,90.0,0.0
Kasson & Mantorville Telephone Company,MINNESOTA,21777.5825323453,Fiber,300,300.0,inf,80.99,0.0,0.0,80.99,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,100,5.0,inf,30.0,0.0,0.0,30.0,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,10888.7912661726,Fiber,20,20.0,inf,75.1,0.0,0.0,75.1,0.0
Lumen Technologies Inc.,MINNESOTA,6528.621875,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,100,10.0,300.0,34.99,0.0,0.0,34.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,800,20.0,1229.0,93.0,0.0,0.0,93.0,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,6,1.0,inf,65.1,0.0,0.0,65.1,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,Fiber,50,50.0,inf,50.0,0.0,0.0,50.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,300,20.0,1500.0,89.99,0.0,0.0,89.99,0.0
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,Fiber,2000,2000.0,inf,200.0,0.0,0.0,200.0,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,20,5.0,inf,75.1,0.0,0.0,75.1,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,80,10.0,inf,100.1,0.0,0.0,100.1,0.0
Kasson & Mantorville Telephone Company,MINNESOTA,21777.5825323453,DSL,20,20.0,inf,74.99,0.0,0.0,74.99,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,Fiber,2000,2000.0,inf,200.0,0.0,0.0,200.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323452,Cable,1000,50.0,3000.0,109.99,0.0,0.0,109.99,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323452,Cable,100,5.0,inf,30.0,0.0,0.0,30.0,0.0
Lumen Technologies Inc.,MINNESOTA,3264.3109375,DSL,30,1.5,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,3264.3109375,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Cable,750,40.0,inf,84.95,0.0,0.0,84.95,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,40,5.0,inf,85.1,0.0,0.0,85.1,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323452,Cable,300,20.0,1500.0,89.99,0.0,0.0,89.99,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Fiber,25,25.0,inf,44.95,0.0,0.0,44.95,0.0
"T-Mobile USA, Inc.",MINNESOTA,14178.675,Fixed wireless,2,0.2,10.0,10.0,0.0,1.4,11.4,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,1000,50.0,3000.0,109.99,0.0,0.0,109.99,0.0
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,140,20.0,inf,50.0,0.0,0.0,50.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,25,3.0,inf,14.95,0.0,0.0,14.95,0.0
Kasson & Mantorville Telephone Company,MINNESOTA,21777.5825323453,Fiber,200,200.0,inf,70.99,0.0,0.0,70.99,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,10888.7912661726,DSL,20,5.0,inf,75.1,0.0,0.0,75.1,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,1000,20.0,1229.0,103.0,0.0,0.0,103.0,0.0
Midcontinent Communications,MINNESOTA,7259.19417744842,Cable,500,150.0,inf,74.95,0.0,0.0,74.95,0.0
Kasson & Mantorville Telephone Company,MINNESOTA,21777.5825323453,Fiber,1000,1000.0,inf,175.99,0.0,0.0,175.99,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Cable,750,200.0,inf,84.95,0.0,0.0,84.95,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323452,Cable,25,3.0,inf,14.95,0.0,0.0,14.95,0.0
"MetroNet Holdings, LLC",MINNESOTA,21777.5825323453,Fiber,500,500.0,inf,49.95,0.0,12.0,61.95,0.0
Midcontinent Communications,MINNESOTA,21777.5825323453,Fiber,2000,2000.0,inf,129.0,0.0,0.0,129.0,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Cable,1000,50.0,inf,99.95,0.0,0.0,99.95,0.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,10,0.75,inf,50.0,0.0,0.0,50.0,0.0
Kasson & Mantorville Telephone Company,MINNESOTA,21777.5825323453,DSL,10,10.0,inf,59.99,0.0,0.0,59.99,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,Fiber,1000,1000.0,inf,90.0,0.0,0.0,90.0,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,80,10.0,inf,100.1,0.0,0.0,100.1,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,60,10.0,inf,95.1,0.0,0.0,95.1,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,100,5.0,inf,30.0,0.0,0.0,30.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,1000,50.0,3000.0,109.99,0.0,0.0,109.99,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
Midcontinent Communications,MINNESOTA,7259.19417744842,Fiber,500,500.0,inf,74.95,0.0,0.0,74.95,0.0
"MetroNet Holdings, LLC",MINNESOTA,21777.5825323453,Fiber,2000,2000.0,inf,99.95,0.0,12.0,111.95,0.0
Frontier Communications Corporation,MINNESOTA,19496.4125,Fiber,5000,5000.0,inf,169.99,0.0,0.0,169.99,0.0
"MetroNet Holdings, LLC",MINNESOTA,21777.5825323453,Fiber,100,100.0,inf,29.95,0.0,12.0,41.95,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Cable,1000,250.0,inf,99.95,0.0,0.0,99.95,0.0
"Cable One, Inc.",MINNESOTA,21777.5825323452,Cable,940,50.0,5000.0,80.0,0.0,0.0,80.0,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,6,1.0,inf,65.1,0.0,0.0,65.1,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,Fiber,50,50.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
Frontier Communications Corporation,MINNESOTA,19496.4125,Fiber,200,200.0,inf,54.99,0.0,0.0,54.99,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,15,0.75,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,140,20.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,3264.3109375,DSL,20,1.5,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,30,1.5,inf,50.0,0.0,0.0,50.0,0.0
Midcontinent Communications,MINNESOTA,21777.5825323453,Fiber,5000,5000.0,inf,249.0,0.0,0.0,249.0,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,Fiber,250,250.0,inf,80.0,0.0,0.0,80.0,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Fiber,1000,1000.0,inf,99.95,0.0,0.0,99.95,0.0
"MetroNet Holdings, LLC",MINNESOTA,21777.5825323453,Fiber,1000,1000.0,inf,64.95,0.0,12.0,76.95,10.0
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,940,940.0,inf,85.0,0.0,0.0,85.0,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Cable,25,25.0,inf,44.95,0.0,0.0,44.95,0.0
Lumen Technologies Inc.,MINNESOTA,6528.621875,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
"T-Mobile USA, Inc.",MINNESOTA,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
"Consolidated Communications Holdings, Inc.",MINNESOTA,21777.5825323453,DSL,10,1.0,inf,70.1,0.0,0.0,70.1,0.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,140,20.0,inf,50.0,0.0,0.0,50.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,1200,35.0,1229.0,113.0,0.0,0.0,113.0,0.0
Lumen Technologies Inc.,MINNESOTA,3264.3109375,DSL,140,20.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,140,20.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,3264.3109375,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,940,940.0,inf,85.0,0.0,0.0,85.0,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
"T-Mobile USA, Inc.",MINNESOTA,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
"T-Mobile USA, Inc.",MINNESOTA,14178.675,Fixed wireless,2,0.2,25.0,20.0,0.0,1.4,21.4,0.0
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,140,20.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,6528.621875,DSL,30,1.5,inf,50.0,0.0,0.0,50.0,0.0
Frontier Communications Corporation,MINNESOTA,19496.4125,Fiber,2000,2000.0,inf,109.99,0.0,0.0,109.99,0.0
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323452,Cable,300,20.0,1500.0,89.99,0.0,0.0,89.99,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,100,10.0,300.0,34.99,0.0,0.0,34.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Fiber,10000,10000.0,inf,299.95,0.0,0.0,299.95,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,200,10.0,1229.0,73.0,0.0,0.0,73.0,0.0
Lumen Technologies Inc.,MINNESOTA,6528.621875,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,75,10.0,1229.0,61.0,0.0,0.0,61.0,0.0
"MetroNet Holdings, LLC",MINNESOTA,21777.5825323453,Fiber,2000,2000.0,inf,99.95,0.0,12.0,111.95,0.0
"MetroNet Holdings, LLC",MINNESOTA,21777.5825323453,Fiber,500,500.0,inf,49.95,0.0,12.0,61.95,0.0
"T-Mobile USA, Inc.",MINNESOTA,3544.66875,Fixed wireless,2,0.2,200.0,102.5,0.0,1.4,103.9,5.0
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,940,940.0,inf,85.0,0.0,0.0,85.0,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
Frontier Communications Corporation,MINNESOTA,19496.4125,DSL,115,7.0,inf,74.99,0.0,0.0,74.99,0.0
US Internet Corp,MINNESOTA,21777.5825323453,Fiber,1000,1000.0,inf,70.0,0.0,0.0,70.0,0.0
Midcontinent Communications,MINNESOTA,2177.75825323453,Fiber,100,100.0,inf,64.95,0.0,0.0,64.95,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323452,Cable,100,5.0,inf,30.0,0.0,0.0,30.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323452,Cable,1000,50.0,3000.0,109.99,0.0,0.0,109.99,0.0
"COMCAST CABLE COMMUNICATIONS, LLC",MINNESOTA,317841.6125,Cable,400,10.0,1229.0,83.0,0.0,0.0,83.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,25,3.0,inf,14.95,0.0,0.0,14.95,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,Fiber,200,200.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,30,1.5,inf,50.0,0.0,0.0,50.0,0.0
Hiawatha Broadband Communications Inc.,MINNESOTA,21777.5825323452,Fixed wireless,50,10.0,inf,64.99,0.0,0.0,64.99,9.99999999999999
Hiawatha Broadband Communications Inc.,MINNESOTA,21777.5825323452,Fiber,5000,5000.0,inf,139.99,0.0,0.0,139.99,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,30,1.5,inf,50.0,0.0,0.0,50.0,0.0
"T-Mobile USA, Inc.",MINNESOTA,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Fiber,50,50.0,inf,54.95,0.0,0.0,54.95,0.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Hiawatha Broadband Communications Inc.,MINNESOTA,10888.7912661726,Fixed wireless,100,20.0,inf,89.99,0.0,0.0,89.99,0.0
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323452,Cable,25,3.0,inf,14.95,0.0,0.0,14.95,0.0
Midcontinent Communications,MINNESOTA,7259.19417744842,Cable,500,30.0,inf,74.95,0.0,0.0,74.95,0.0
"MetroNet Holdings, LLC",MINNESOTA,21777.5825323453,Fiber,1000,1000.0,inf,64.95,0.0,12.0,76.95,10.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,30,1.5,inf,50.0,0.0,0.0,50.0,0.0
Frontier Communications Corporation,MINNESOTA,19496.4125,Fiber,1000,1000.0,inf,79.99,0.0,0.0,79.99,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Midcontinent Communications,MINNESOTA,21777.5825323453,Cable,100,10.0,inf,30.0,0.0,0.0,30.0,0.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Cable,50,50.0,inf,54.95,0.0,0.0,54.95,0.0
"T-Mobile USA, Inc.",MINNESOTA,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
US Internet Corp,MINNESOTA,21777.5825323452,Fiber,1000,1000.0,inf,70.0,0.0,0.0,70.0,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,80,10.0,inf,50.0,0.0,0.0,50.0,0.0
Scott Rice Telephone Company,MINNESOTA,21777.5825323452,Fiber,1000,1000.0,inf,99.99,3.13,0.0,103.12,0.0
Lumen Technologies Inc.,MINNESOTA,5222.8975,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
"Cable One, Inc.",MINNESOTA,21777.5825323452,Cable,100,10.0,5000.0,55.0,0.0,0.0,55.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323452,Cable,100,10.0,300.0,34.99,0.0,0.0,34.99,0.0
"T-Mobile USA, Inc.",MINNESOTA,2363.1125,Fixed wireless,2,0.2,100.0,52.5,0.0,1.4,53.9,5.0
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,200,200.0,inf,30.0,0.0,0.0,30.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,300,20.0,1500.0,89.99,0.0,0.0,89.99,0.0
Midcontinent Communications,MINNESOTA,4355.51650646905,Fiber,250,250.0,inf,64.95,0.0,0.0,64.95,0.0
Hiawatha Broadband Communications Inc.,MINNESOTA,10888.7912661726,Fixed wireless,25,8.0,inf,59.99,0.0,0.0,59.99,0.0
"T-Mobile USA, Inc.",MINNESOTA,3544.66875,Fixed wireless,2,0.2,150.0,77.5,0.0,1.4,78.9,5.0
"MetroNet Holdings, LLC",MINNESOTA,21777.5825323453,Fiber,100,100.0,inf,29.95,0.0,12.0,41.95,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Cable,300,30.0,inf,84.95,0.0,0.0,84.95,0.0
US Internet Corp,MINNESOTA,21777.5825323452,Fiber,500,500.0,inf,60.0,0.0,0.0,60.0,0.0
"Charter Communications, Inc.",MINNESOTA,260531.3,Cable,300,10.0,inf,79.99,0.0,0.0,79.99,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
Scott Rice Telephone Company,MINNESOTA,21777.5825323452,Fiber,100,100.0,inf,49.99,3.13,0.0,53.12,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,1000,50.0,3000.0,109.99,0.0,0.0,109.99,0.0
"T-Mobile USA, Inc.",MINNESOTA,4726.225,Fixed wireless,25,3.0,inf,52.5,0.0,1.4,53.9,5.0
"T-Mobile USA, Inc.",MINNESOTA,3544.66875,Fixed wireless,2,0.2,300.0,152.5,0.0,1.4,153.9,5.0
Hiawatha Broadband Communications Inc.,MINNESOTA,21777.5825323452,Fiber,600,600.0,inf,79.99,0.0,0.0,79.99,0.0
Lumen Technologies Inc.,MINNESOTA,26114.4875,Fiber,940,940.0,inf,70.0,0.0,0.0,70.0,0.0
"T-Mobile USA, Inc.",MINNESOTA,14178.675,Fixed wireless,2,0.2,30.0,12.5,0.0,1.4,13.9,5.0
Hiawatha Broadband Communications Inc.,MINNESOTA,21777.5825323452,Fixed wireless,30,10.0,inf,39.99,0.0,0.0,39.99,0.0
Midcontinent Communications,MINNESOTA,4355.51650646905,Cable,250,20.0,inf,64.95,0.0,0.0,64.95,0.0
"Charter Communications, Inc.",MINNESOTA,260531.3,Cable,1000,35.0,inf,119.99,0.0,0.0,119.99,0.0
Midcontinent Communications,MINNESOTA,4355.51650646905,Cable,250,100.0,inf,64.95,0.0,0.0,64.95,0.0
Midcontinent Communications,MINNESOTA,5444.39563308631,Cable,250,25.0,inf,99.95,0.0,0.0,99.95,0.0
"Cable One, Inc.",MINNESOTA,21777.5825323452,Cable,600,30.0,5000.0,65.0,0.0,0.0,65.0,0.0
US Internet Corp,MINNESOTA,21777.5825323452,Fiber,10000,10000.0,inf,299.0,0.0,0.0,299.0,0.0
Scott Rice Telephone Company,MINNESOTA,21777.5825323452,Fiber,500,500.0,inf,74.99,3.13,0.0,78.12,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,300,20.0,1500.0,89.99,0.0,0.0,89.99,0.0
Lumen Technologies Inc.,MINNESOTA,3730.64107142857,DSL,100,10.0,inf,50.0,0.0,0.0,50.0,0.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,60,5.0,inf,50.0,0.0,0.0,50.0,0.0
"Charter Communications, Inc.",MINNESOTA,260531.3,Cable,500,20.0,inf,99.99,0.0,0.0,99.99,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,25,3.0,inf,14.95,0.0,0.0,14.95,0.0
Hiawatha Broadband Communications Inc.,MINNESOTA,21777.5825323452,Fiber,300,300.0,inf,69.99,0.0,0.0,69.99,0.0
US Internet Corp,MINNESOTA,21777.5825323452,Fiber,1000,1000.0,inf,70.0,0.0,0.0,70.0,0.0
Mediacom Minnesota LLC,MINNESOTA,21777.5825323453,Cable,100,10.0,300.0,34.99,0.0,0.0,34.99,0.0
Lumen Technologies Inc.,MINNESOTA,4352.41458333333,DSL,40,3.0,inf,50.0,0.0,0.0,50.0,0.0
US Internet Corp,MINNESOTA,21777.5825323452,Fiber,500,500.0,inf,60.0,0.0,0.0,60.0,0.0
